DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,fex_c_2011
5367027,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,02,1,68,4302.405868
5367027,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,02,1,68,4302.405868
5367028,1,1,1,50,,1,,,1,4,,2,2,2,2,1,10,,,,,,,02,1,68,5158.2424523
5367028,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,02,1,68,5158.2424523
5367028,1,3,1,50,,1,,,3,1,,,,,,,,,,,,,,02,1,68,5158.2424523
5367028,1,5,1,50,,1,,,5,1,,,,,,,,,,,,,,02,1,68,5158.2424523
5367029,1,1,1,50,,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,68,4106.098894
5367030,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,02,1,68,5610.0764413
5367030,1,2,1,50,,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,68,5610.0764413
5367031,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,02,1,68,5309.340606
5367031,1,2,1,50,,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,68,5309.340606
5367031,1,3,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,68,5309.340606
5367032,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,02,1,68,3711.0836319
5367033,1,1,1,50,,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,68,4487.7300515
5367033,1,2,1,50,,1,,,2,1,,,,,,,,,,,,,,02,1,68,4487.7300515
5367034,1,1,1,50,,1,2,,1,2,,2,2,2,1,,,,,,,,1,02,1,68,3516.2560102
5367034,1,2,1,50,,1,,,2,6,DESCANSANDO POR VEJEZ,2,2,2,2,2,,,,,,,,02,1,68,3516.2560102
5367034,1,4,1,50,,1,,,4,4,,2,2,2,2,1,10,,,,,,,02,1,68,3516.2560102
5367035,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,02,1,68,4739.6585289
5367035,1,2,1,50,,1,,,2,4,,2,2,2,2,1,5,,2,,1,6,1,02,1,68,4739.6585289
5367035,1,3,1,50,,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,68,4739.6585289
5367036,1,1,1,50,,1,,,1,1,,,,,,,,,,,,,,02,1,68,2702.794974
5367036,1,2,1,50,,1,,,2,6,AYUDAR EN EL NEGOCIO FAMILIAR,2,2,1,,,,,,,,,,02,1,68,2702.794974
5367036,1,3,1,50,,1,,,3,2,,2,2,1,,,,,,,,,,02,1,68,2702.794974
5367037,1,1,1,50,,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,68,4697.4211302
5367037,1,2,1,50,,1,,,2,5,,,,,,,,,,,,,,02,1,68,4697.4211302
5367041,1,1,1,50,,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,68,4074.0460519
5367041,1,2,1,50,,1,1,,2,2,,2,2,2,1,,,,,,,,1,02,1,68,4074.0460519
5367062,1,1,1,50,05,1,,,1,6,AUTOCONSTRUCCION DE VIVIENDA,2,2,2,2,1,13,ESTA ESPERANDO TERMINAR DE CONSTRUIR SU VIVIENDA,,,,,,02,1,05,1062.9350654
5367063,1,1,1,50,05,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,05,1157.1889824
5367063,1,2,1,50,05,1,1,,2,6,VER TV,2,2,2,1,,,,,,,,1,02,1,05,1157.1889824
5367063,1,3,1,50,05,1,,,3,4,,2,2,2,2,1,5,,2,,1,2,1,02,1,05,1157.1889824
5367064,1,1,1,50,05,1,,,1,4,,1,,,,,,,,,,,,02,1,05,1307.2338945
5367064,1,2,1,50,05,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,05,1307.2338945
5367064,1,3,1,50,05,1,2,,3,3,,2,2,2,1,,,,,,,,1,02,1,05,1307.2338945
5367064,1,6,1,50,05,1,,,6,1,,,,,,,,,,,,,,02,1,05,1307.2338945
5367064,1,7,1,50,05,1,,,7,4,,2,2,2,2,1,8,,2,,2,,,02,1,05,1307.2338945
5367064,1,8,1,50,05,1,,,8,3,,2,2,2,2,2,,,,,,,,02,1,05,1307.2338945
5367065,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1255.4940552
5367065,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1255.4940552
5367066,1,1,1,50,05,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,05,1069.9291557
5367067,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1092.0650058
5367067,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1092.0650058
5367067,1,3,1,50,05,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,05,1092.0650058
5367068,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,971.62408288
5367068,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,971.62408288
5367069,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1353.3525833
5367069,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1353.3525833
5367070,1,1,1,50,05,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,05,1056.6532338
5367070,1,2,1,50,05,1,,,2,4,,2,2,2,2,1,8,,2,,2,,,02,1,05,1056.6532338
5367071,1,1,1,50,05,1,3,,1,4,,2,2,2,1,,,,,,,,1,02,1,05,1256.6482115
5367071,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1256.6482115
5367072,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,965.34225134
5367072,1,2,1,50,05,1,,,2,6,VIENDO TELEVISION,2,2,2,2,2,,,,,,,,02,1,05,965.34225134
5367072,1,3,1,50,05,1,,,1,6,CON PROBLEMAS DE SALUD,2,2,2,2,2,,,,,,,,02,1,05,965.34225134
5367073,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1045.3594124
5367073,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1045.3594124
5367073,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,1045.3594124
5367074,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,964.62999258
5367074,1,2,1,50,05,1,2,,2,2,,2,2,2,1,,,,,,,,1,02,1,05,964.62999258
5367077,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1241.6366965
5367077,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1241.6366965
5367078,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1076.3458793
5367078,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1076.3458793
5367079,1,1,1,50,05,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,05,1083.3399696
5367079,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1083.3399696
5367081,1,1,1,50,05,1,4,,1,2,,2,2,2,1,,,,,,,,1,02,1,05,985.03489681
5367081,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,985.03489681
5367081,1,3,1,50,05,1,,,3,4,,2,2,2,2,2,,,,,,,,02,1,05,985.03489681
5367082,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1076.3458793
5367082,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1076.3458793
5367083,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1508.7569579
5367083,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1508.7569579
5367083,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,1508.7569579
5367083,1,4,1,50,05,1,,,4,1,,,,,,,,,,,,,,02,1,05,1508.7569579
5367083,1,5,1,50,05,1,,,5,1,,,,,,,,,,,,,,02,1,05,1508.7569579
5367084,1,1,1,50,05,1,2,,1,6,LABORES HUMANITARIAS,2,2,2,1,,,,,,,,1,02,1,05,1488.2383704
5367084,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1488.2383704
5367084,1,3,1,50,05,1,,,3,6,CUIDAR SUS HIJOS,2,2,2,2,2,,,,,,,,02,1,05,1488.2383704
5367084,1,6,1,50,05,1,,,6,3,,1,,,,,,,,,,,,02,1,05,1488.2383704
5367085,1,1,1,50,05,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,05,951.35407075
5367085,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,951.35407075
5367085,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,951.35407075
5367086,1,1,1,50,05,1,,,1,6,HOSPITALIZADA,2,2,2,2,2,,,,,,,,02,1,05,1083.3399696
5367086,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1083.3399696
5367087,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1142.5103289
5367087,1,2,1,50,05,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,05,1142.5103289
5367088,1,1,1,50,05,1,1,,1,4,,2,2,2,1,,,,,,,,1,02,1,05,1111.6375453
5367088,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1111.6375453
5367088,1,3,1,50,05,1,3,,3,3,,2,2,2,1,,,,,,,,1,02,1,05,1111.6375453
5367089,1,1,1,50,05,1,,,1,6,VER TV,2,2,2,2,2,,,,,,,,02,1,05,1137.0497922
5367089,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1137.0497922
5367089,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,1137.0497922
5367089,1,4,1,50,05,1,,,4,4,,2,2,2,2,2,,,,,,,,02,1,05,1137.0497922
5367091,1,1,1,50,05,1,,,1,6,VER TV,2,2,2,2,2,,,,,,,,02,1,05,985.1697889
5367091,1,2,1,50,05,1,,,5,6,CUIDAR A LA MAMA,2,2,2,2,2,,,,,,,,02,1,05,985.1697889
5367091,1,3,1,50,05,1,,,5,6,HOSPITALIZADO POR COVID,2,2,2,2,2,,,,,,,,02,1,05,985.1697889
5367091,1,4,1,50,05,1,,,4,1,,,,,,,,,,,,,,02,1,05,985.1697889
5367091,1,5,1,50,05,1,,,5,6,CUIDAR HERMANO HOSPITALIZADO,2,2,2,2,2,,,,,,,,02,1,05,985.1697889
5367092,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1076.3458793
5367092,1,2,1,50,05,1,2,,2,6,HACER DEPORTE,2,2,2,1,,,,,,,,1,02,1,05,1076.3458793
5367093,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1255.4940552
5367093,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1255.4940552
5367094,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1514.4785614
5367094,1,2,1,50,05,1,,,2,4,,1,,,,,,,,,,,,02,1,05,1514.4785614
5367094,1,3,1,50,05,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,05,1514.4785614
5367094,1,4,1,50,05,1,,,4,6,IR A DIALISIS,2,2,2,2,1,11,,,,,,,02,1,05,1514.4785614
5367094,1,5,1,50,05,1,2,,5,4,,2,2,2,1,,,,,,,,1,02,1,05,1514.4785614
5367095,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1142.5103289
5367095,1,2,1,50,05,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,05,1142.5103289
5367096,1,1,1,50,05,1,,,1,6,LEER,2,2,2,2,2,,,,,,,,02,1,05,1049.6591435
5367096,1,2,1,50,05,1,,,2,6,PINTAR,2,2,2,2,2,,,,,,,,02,1,05,1049.6591435
5367097,1,1,1,50,05,1,,,1,6,ACOMPAÑAR LA FAMILIA QUE ESTABAN DE LUTO,2,1,,,,,,,,,,,02,1,05,1077.5000356
5367097,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1077.5000356
5367099,1,1,1,50,05,1,,,1,6,HACER DEPORTE LEER Y VER TELEVISION,2,2,2,2,1,13,POR LA PANDEMIA DEL COVID 19,,,,,,02,1,05,1017.5185203
5367099,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1017.5185203
5367099,1,3,1,50,05,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,05,1017.5185203
5367100,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1063.0699575
5367100,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1063.0699575
5367100,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,1063.0699575
5367101,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1665.6509532
5367101,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1665.6509532
5367101,1,5,1,50,05,1,,,5,1,,,,,,,,,,,,,,02,1,05,1665.6509532
5367102,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1405.0924226
5367102,1,2,1,50,05,1,,,2,4,,2,2,2,2,1,13,ESTA EN EMBARAZO,,,,,,02,1,05,1405.0924226
5367102,1,3,1,50,05,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,05,1405.0924226
5367102,1,5,1,50,05,1,,,5,3,,2,2,2,2,2,,,,,,,,02,1,05,1405.0924226
5367102,1,6,1,50,05,1,,,6,3,,2,2,2,2,2,,,,,,,,02,1,05,1405.0924226
5367102,1,7,1,50,05,1,,,7,3,,2,2,2,2,2,,,,,,,,02,1,05,1405.0924226
5367104,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1434.6422311
5367104,1,2,1,50,05,1,1,,2,2,,2,2,2,1,,,,,,,,1,02,1,05,1434.6422311
5367105,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1090.9108495
5367105,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1090.9108495
5367105,1,3,1,50,05,1,,,3,4,,2,2,2,2,2,,,,,,,,02,1,05,1090.9108495
5367106,1,1,1,50,05,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,05,1307.8011461
5367106,1,2,1,50,05,1,,,2,3,,2,2,2,2,1,8,,2,,2,,,02,1,05,1307.8011461
5367108,1,1,1,50,05,1,,,1,6,VER TV,2,2,2,2,2,,,,,,,,02,1,05,1069.9291557
5367109,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1174.6509521
5367110,1,1,1,50,05,1,,,1,6,VER TV,1,,,,,,,,,,,,02,1,05,1044.2052561
5367110,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1044.2052561
5367110,1,3,1,50,05,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,05,1044.2052561
5367111,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1090.9108495
5367111,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1090.9108495
5367111,1,3,1,50,05,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,05,1090.9108495
5367112,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1598.6652087
5367112,1,2,1,50,05,1,,,2,6,INCAPACITADA,2,1,,,,,,,,,,,02,1,05,1598.6652087
5367113,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1044.2052561
5367113,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1044.2052561
5367113,1,3,1,50,05,1,,,3,4,,2,2,2,2,2,,,,,,,,02,1,05,1044.2052561
5367114,1,1,1,50,05,1,,,1,6,VER TV,2,2,2,2,2,,,,,,,,02,1,05,958.34816104
5367114,1,2,1,50,05,1,,,1,6,VER TV,2,2,2,2,2,,,,,,,,02,1,05,958.34816104
5367114,1,3,1,50,05,1,,,3,4,,2,2,2,2,2,,,,,,,,02,1,05,958.34816104
5367115,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1606.9271386
5367115,1,5,1,50,05,1,,,5,4,,2,2,2,2,2,,,,,,,,02,1,05,1606.9271386
5367116,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1056.6532338
5367116,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1056.6532338
5367117,1,1,1,50,05,1,,,1,4,,1,,,,,,,,,,,,02,1,05,1005.6479093
5367117,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1005.6479093
5367117,1,3,1,50,05,1,,,1,6,VER TELEVISION,2,2,2,2,2,,,,,,,,02,1,05,1005.6479093
5367118,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1228.8073194
5367118,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1228.8073194
5367119,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1076.3458793
5367119,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1076.3458793
5367123,1,1,1,50,05,1,,,1,6,VER TV,2,2,2,2,2,,,,,,,,02,1,05,965.34225134
5367123,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,965.34225134
5367123,1,3,1,50,05,1,,,3,4,,2,2,2,2,2,,,,,,,,02,1,05,965.34225134
5367124,1,1,1,50,05,1,,,2,6,CAMINAR,2,2,2,2,2,,,,,,,,02,1,05,1083.4748617
5367124,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1083.4748617
5367124,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,1083.4748617
5367124,1,4,1,50,05,1,,,4,1,,,,,,,,,,,,,,02,1,05,1083.4748617
5367125,1,1,1,50,05,1,2,,1,4,,2,2,2,1,,,,,,,,1,02,1,05,1353.3525833
5367125,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1353.3525833
5367126,1,1,1,50,05,1,4,,1,4,,2,2,2,1,,,,,,,,1,02,1,05,958.34816104
5367126,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,958.34816104
5367126,1,3,1,50,05,1,4,,3,3,,2,2,2,1,,,,,,,,1,02,1,05,958.34816104
5367127,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1435.3498426
5367127,1,2,1,50,05,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,05,1435.3498426
5367127,1,4,1,50,05,1,,,4,4,,2,2,2,2,2,,,,,,,,02,1,05,1435.3498426
5367128,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1089.7566932
5367128,1,2,1,50,05,1,,,2,4,,2,2,1,,,,,,,,,,02,1,05,1089.7566932
5367128,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,1089.7566932
5367129,1,1,1,50,05,1,,,1,6,LEER,2,2,2,2,2,,,,,,,,02,1,05,958.34816104
5367129,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,958.34816104
5367129,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,958.34816104
5367130,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1174.6509521
5367131,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1255.4940552
5367131,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1255.4940552
5367133,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,02,1,05,1089.7566932
5367133,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,02,1,05,1089.7566932
5367133,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,02,1,05,1089.7566932
5367134,1,1,1,50,05,1,,,1,6,VER TV,2,2,2,2,2,,,,,,,,02,1,05,1056.6532338
5367134,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,05,1056.6532338
5367137,1,1,1,50,08,1,,,1,1,,,,,,,,,,,,,,02,1,08,730.10171756
5367137,1,2,1,50,08,1,,,2,1,,,,,,,,,,,,,,02,1,08,730.10171756
5367137,1,3,1,50,08,1,,,3,4,,2,2,2,2,2,,,,,,,,02,1,08,730.10171756
5367137,1,4,1,50,08,1,,,4,1,,,,,,,,,,,,,,02,1,08,730.10171756
5367137,1,5,1,50,08,1,,,5,1,,,,,,,,,,,,,,02,1,08,730.10171756
5367137,1,6,1,50,08,1,,,6,1,,,,,,,,,,,,,,02,1,08,730.10171756
5367138,1,1,1,50,08,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,08,566.32535879
5367138,1,2,1,50,08,1,,,2,1,,,,,,,,,,,,,,02,1,08,566.32535879
5367138,1,3,1,50,08,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,08,566.32535879
5367139,1,1,1,50,08,1,,,1,1,,,,,,,,,,,,,,02,1,08,613.88544812
5367139,1,2,1,50,08,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,08,613.88544812
5367139,1,3,1,50,08,1,,,3,1,,,,,,,,,,,,,,02,1,08,613.88544812
5367139,1,4,1,50,08,1,,,4,1,,,,,,,,,,,,,,02,1,08,613.88544812
5367139,1,5,1,50,08,1,,,5,1,,,,,,,,,,,,,,02,1,08,613.88544812
5367140,1,1,1,50,08,1,,,1,1,,,,,,,,,,,,,,02,1,08,558.22892864
5367140,1,2,1,50,08,1,,,2,1,,,,,,,,,,,,,,02,1,08,558.22892864
5367141,1,1,1,50,08,1,,,1,5,,,,,,,,,,,,,,02,1,08,530.67553594
5367141,1,2,1,50,08,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,08,530.67553594
5367141,1,3,1,50,08,1,,,3,1,,,,,,,,,,,,,,02,1,08,530.67553594
5367141,1,4,1,50,08,1,,,4,1,,,,,,,,,,,,,,02,1,08,530.67553594
5367142,1,1,1,50,08,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,08,623.05617445
5367142,1,2,1,50,08,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,08,623.05617445
5367142,1,3,1,50,08,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,08,623.05617445
5367142,1,5,1,50,08,1,1,,6,6,DE VIAJE,2,2,2,1,,,,,,,,1,02,1,08,623.05617445
5367142,1,6,1,50,08,1,,,6,1,,,,,,,,,,,,,,02,1,08,623.05617445
5367143,1,1,1,50,08,1,,,1,1,,,,,,,,,,,,,,02,1,08,526.76573504
5367143,1,2,1,50,08,1,,,2,4,,2,2,1,,,,,,,,,,02,1,08,526.76573504
5367143,1,3,1,50,08,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,08,526.76573504
5367143,1,6,1,50,08,1,,,6,4,,2,2,2,2,2,,,,,,,,02,1,08,526.76573504
5367144,1,1,1,50,08,1,,,1,1,,,,,,,,,,,,,,02,1,08,780.28402512
5367144,1,2,1,50,08,1,,,2,1,,,,,,,,,,,,,,02,1,08,780.28402512
5367144,1,3,1,50,08,1,1,,3,2,,2,2,2,1,,,,,,,,1,02,1,08,780.28402512
5367144,1,4,1,50,08,1,1,,4,2,,2,2,2,1,,,,,,,,1,02,1,08,780.28402512
5367145,1,1,1,50,08,1,,,1,1,,,,,,,,,,,,,,02,1,08,566.95696593
5367145,1,2,1,50,08,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,08,566.95696593
5367145,1,3,1,50,08,1,,,3,1,,,,,,,,,,,,,,02,1,08,566.95696593
5367146,1,1,1,50,08,1,,,1,4,,1,,,,,,,,,,,,02,1,08,511.94377492
5367146,1,2,1,50,08,1,,,2,1,,,,,,,,,,,,,,02,1,08,511.94377492
5367147,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,02,1,11,3343.3504253
5367148,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,02,1,13,459.41193582
5367148,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,13,459.41193582
5367149,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,02,1,13,329.36154589
5367150,1,1,1,50,13,1,3,,1,4,,2,2,2,1,,,,,,,,1,02,1,13,325.40419846
5367151,1,1,1,50,13,1,,,1,5,,,,,,,,,,,,,,02,1,13,348.03112746
5367152,1,1,1,50,13,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,02,1,13,339.39966217
5367152,1,2,1,50,13,1,,,1,4,,1,,,,,,,,,,,,02,1,13,339.39966217
5367153,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,02,1,13,341.96743164
5367153,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,02,1,13,341.96743164
5367153,1,3,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,13,341.96743164
5367154,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,02,1,13,317.48950359
5367155,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,02,1,13,329.36154589
5367156,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,13,427.09550522
5367156,1,2,1,50,13,1,2,,2,2,,2,2,2,1,,,,,,,,1,02,1,13,427.09550522
5367156,1,3,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,13,427.09550522
5367157,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,02,1,13,467.4241429
5367157,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,13,467.4241429
5367157,1,3,1,50,13,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,13,467.4241429
5367157,1,4,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,13,467.4241429
5367158,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,02,1,15,69.319141291
5367158,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,02,1,15,69.319141291
5367159,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,15,101.84133719
5367159,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,15,101.84133719
5367160,1,1,1,50,15,1,,,1,5,,,,,,,,,,,,,,02,1,15,134.64117015
5367160,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,02,1,15,134.64117015
5367161,1,1,1,50,15,1,2,,1,4,,2,2,2,1,,,,,,,,1,02,1,15,103.15625766
5367162,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,02,1,15,137.9685673
5367162,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,15,137.9685673
5367162,1,3,1,50,15,1,2,,3,2,,2,2,2,1,,,,,,,,1,02,1,15,137.9685673
5367162,1,4,1,50,15,1,3,,4,2,,2,2,2,1,,,,,,,,1,02,1,15,137.9685673
5367162,1,5,1,50,15,1,,,5,1,,,,,,,,,,,,,,02,1,15,137.9685673
5367163,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,15,90.203575377
5367163,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,02,1,15,90.203575377
5367163,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,02,1,15,90.203575377
5367164,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,15,122.72577127
5367164,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,02,1,15,122.72577127
5367164,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,02,1,15,122.72577127
